BranchName,Week,DayWeek,Day,Month,Hour,Transaction_Type,Units,Amount
MyStore,28,7,15,7,12,Card,31,$188.25
MyStore,28,7,15,7,13,Card,9,-$20.40
MyStore,28,7,15,7,13,Card,32,$351.00
MyStore,28,7,15,7,14,Cash,7,-$37.70
MyStore,28,7,15,7,14,Card,5,-$17.20
MyStore,28,7,15,7,14,Card,29,$242.80
MyStore,28,7,15,7,15,Cash,3,-$53.20
MyStore,28,7,15,7,15,Card,19,$83.75
MyStore,28,7,15,7,16,Cash,1,-$98.00
MyStore,28,7,15,7,16,Card,2,-$86.00
MyStore,28,7,15,7,16,Card,32,$341.50
MyStore,28,7,15,7,17,Cash,1,-$11.00
MyStore,28,7,15,7,17,Card,15,$347.10
MyStore,29,1,16,7,9,Cash,1,-$82.00
MyStore,29,1,16,7,9,Card,3,-$3.50
MyStore,29,1,16,7,9,Card,1,$12.00
MyStore,29,1,16,7,10,Card,99,-$258.07
MyStore,29,1,16,7,10,Card,30,$373.25
MyStore,29,1,16,7,11,Card,1,-$23.00
MyStore,29,1,16,7,11,Card,22,$53.25
MyStore,29,1,16,7,12,Card,3,-$35.00
MyStore,29,1,16,7,12,Card,13,$95.50
MyStore,29,1,16,7,13,Card,2,-$51.00
MyStore,29,1,16,7,13,Card,12,$160.00
MyStore,29,1,16,7,14,Cash,1,-$14.00
MyStore,29,1,16,7,14,Card,14,$49.00
MyStore,29,1,16,7,15,Cash,1,-$131.00
MyStore,29,1,16,7,15,Card,7,$73.00
MyStore,29,1,16,7,16,Cash,4,-$15.00
MyStore,29,1,16,7,16,Card,3,$307.50
MyStore,29,2,17,7,8,Card,4,$75.50
MyStore,29,2,17,7,9,Card,5,-$47.00
MyStore,29,2,17,7,9,Card,2,$70.00
MyStore,29,2,17,7,10,Cash,3,-$249.00
MyStore,29,2,17,7,10,Card,1,-$8.00
MyStore,29,2,17,7,10,Card,10,$331.50
MyStore,29,2,17,7,11,Cash,3,-$16.00
MyStore,29,2,17,7,11,Card,7,-$72.00
MyStore,29,2,17,7,11,Card,11,$137.50
MyStore,29,2,17,7,12,Card,18,$44.60
MyStore,29,2,17,7,13,Cash,1,-$22.00
MyStore,29,2,17,7,13,Card,19,$70.00
MyStore,29,2,17,7,14,Cash,3,-$0.41
MyStore,29,2,17,7,14,Card,23,-$17.10
MyStore,29,2,17,7,14,Card,14,$111.75
MyStore,29,2,17,7,15,Cash,1,-$0.90
MyStore,29,2,17,7,15,Card,13,$33.00
MyStore,29,2,17,7,16,Cash,19,-$46.91
MyStore,29,2,17,7,16,Card,10,-$9.32
MyStore,29,2,17,7,16,Card,15,$304.00
MyStore,29,2,17,7,17,Card,14,$109.75
MyStore,29,3,18,7,8,Card,2,$4.50
MyStore,29,3,18,7,9,Cash,20,-$31.94
MyStore,29,3,18,7,9,Card,6,$14.00
MyStore,29,3,18,7,10,Card,2,$154.00
MyStore,29,3,18,7,11,Cash,1,-$35.00
MyStore,29,3,18,7,11,Card,12,$33.00
MyStore,29,3,18,7,12,Card,17,$59.00
MyStore,29,3,18,7,13,Cash,5,-$49.00
MyStore,29,3,18,7,13,Card,7,$62.60
MyStore,29,3,18,7,14,Cash,3,-$169.01
MyStore,29,3,18,7,14,Card,30,-$32.55
MyStore,29,3,18,7,14,Card,22,$555.75
MyStore,29,3,18,7,15,Cash,8,-$1.25
MyStore,29,3,18,7,15,Card,44,$412.00
MyStore,29,3,18,7,16,Cash,10,-$361.00
MyStore,29,3,18,7,16,Card,26,$119.50
MyStore,29,3,18,7,17,Cash,5,-$116.00
MyStore,29,3,18,7,17,Card,1,-$23.00
MyStore,29,3,18,7,17,Card,6,$37.00
MyStore,29,4,19,7,8,Card,1,$28.00
MyStore,29,4,19,7,9,Card,5,$27.10
MyStore,29,4,19,7,10,Cash,2,-$14.00
MyStore,29,4,19,7,10,Card,5,$20.50
MyStore,29,4,19,7,11,Cash,12,-$107.90
MyStore,29,4,19,7,11,Card,19,$667.25
MyStore,29,4,19,7,12,Cash,12,-$310.00
MyStore,29,4,19,7,12,Card,4,$88.50
MyStore,29,4,19,7,13,Cash,1,-$304.00
MyStore,29,4,19,7,13,Card,14,$137.00
MyStore,29,4,19,7,14,Cash,2,-$68.00
MyStore,29,4,19,7,14,Card,3,$75.00
MyStore,29,4,19,7,15,Cash,1,-$7.00
MyStore,29,4,19,7,15,Card,5,-$2.92
MyStore,29,4,19,7,15,Card,11,$74.49
MyStore,29,4,19,7,16,Cash,38,-$35.00
MyStore,29,4,19,7,16,Card,5,-$104.00
MyStore,29,4,19,7,16,Card,9,$221.50
MyStore,29,4,19,7,17,Cash,2,-$35.00
MyStore,29,4,19,7,17,Card,14,$182.25
MyStore,29,5,20,7,9,Card,10,$5.00
MyStore,29,5,20,7,10,Cash,1,-$58.00
MyStore,29,5,20,7,10,Card,6,-$9.70
MyStore,29,5,20,7,10,Card,10,$382.75
MyStore,29,5,20,7,11,Cash,1,-$28.00
MyStore,29,5,20,7,11,Card,19,$49.25
MyStore,29,5,20,7,12,Cash,15,-$23.50
MyStore,29,5,20,7,12,Card,10,$167.50
MyStore,29,5,20,7,13,Cash,2,-$100.00
MyStore,29,5,20,7,13,Card,1,-$0.60
MyStore,29,5,20,7,13,Card,23,$60.00
MyStore,29,5,20,7,14,Cash,3,-$137.00
MyStore,29,5,20,7,14,Card,25,$214.70
MyStore,29,5,20,7,15,Cash,1,-$29.00
MyStore,29,5,20,7,15,Card,3,-$9.40
MyStore,29,5,20,7,15,Card,30,$168.59
MyStore,29,5,20,7,16,Card,14,$137.75
MyStore,29,5,20,7,17,Cash,19,-$126.50
MyStore,29,5,20,7,17,Card,3,$52.00
MyStore,29,6,21,7,8,Card,8,-$97.40
MyStore,29,6,21,7,8,Card,5,$194.00
MyStore,29,6,21,7,9,Cash,2,-$7.70
MyStore,29,6,21,7,9,Card,1,-$0.60
MyStore,29,6,21,7,9,Card,17,$245.50
MyStore,29,6,21,7,10,Cash,11,-$3.47
MyStore,29,6,21,7,10,Card,17,$94.00
MyStore,29,6,21,7,11,Cash,1,-$113.00
MyStore,29,6,21,7,11,Card,6,$33.50
MyStore,29,6,21,7,12,Cash,4,-$178.00
MyStore,29,6,21,7,12,Card,28,-$118.31
MyStore,29,6,21,7,12,Card,7,$74.00
MyStore,29,6,21,7,13,Cash,4,-$358.00
MyStore,29,6,21,7,13,Card,8,$82.00
MyStore,29,6,21,7,14,Card,11,$29.50
MyStore,29,6,21,7,15,Card,4,$144.00
MyStore,29,6,21,7,16,Cash,1,-$6.00
MyStore,29,6,21,7,16,Card,9,$11.75
MyStore,29,6,21,7,17,Cash,3,-$4.90
MyStore,29,6,21,7,17,Card,2,-$12.60
MyStore,29,6,21,7,17,Card,14,$102.50
MyStore,29,6,21,7,18,Card,7,$31.00
MyStore,29,7,22,7,9,Cash,26,-$26.70
MyStore,29,7,22,7,9,Card,13,-$187.00
MyStore,29,7,22,7,9,Card,13,$620.00
MyStore,29,7,22,7,10,Cash,8,-$36.30
MyStore,29,7,22,7,10,Card,11,$45.48
MyStore,29,7,22,7,11,Card,1,-$237.00
MyStore,29,7,22,7,11,Card,16,$481.00
MyStore,29,7,22,7,12,Cash,8,-$85.00
MyStore,29,7,22,7,12,Card,28,$159.50
MyStore,29,7,22,7,13,Card,28,$65.75
MyStore,29,7,22,7,14,Cash,10,-$161.90
MyStore,29,7,22,7,14,Card,46,-$79.90
MyStore,29,7,22,7,14,Card,8,$49.00
MyStore,29,7,22,7,15,Cash,54,-$44.30
MyStore,29,7,22,7,15,Card,12,$90.75
MyStore,29,7,22,7,16,Card,11,-$23.90
MyStore,29,7,22,7,16,Card,19,$281.00
MyStore,29,7,22,7,17,Cash,8,-$59.00
MyStore,29,7,22,7,17,Card,6,-$306.00
MyStore,29,7,22,7,17,Card,15,$859.75
MyStore,3,1,14,1,9,Card,64,-$180.81
MyStore,3,1,14,1,9,Card,1,$12.00
MyStore,3,1,14,1,10,Cash,8,-$8.20
MyStore,3,1,14,1,10,Card,3,-$43.00
MyStore,3,1,14,1,10,Card,14,$259.99
MyStore,3,1,14,1,11,Cash,28,-$49.77
MyStore,3,1,14,1,11,Card,1,$18.00
MyStore,3,1,14,1,12,Cash,1,-$86.00
MyStore,3,1,14,1,12,Card,2,-$7.30
MyStore,3,1,14,1,12,Card,2,$4.50
MyStore,3,1,14,1,13,Cash,12,-$171.61
MyStore,3,1,14,1,13,Card,4,-$49.10
MyStore,3,1,14,1,13,Card,18,$105.99
MyStore,3,1,14,1,14,Cash,3,-$112.00
MyStore,3,1,14,1,14,Card,1,-$14.00
MyStore,3,1,14,1,14,Card,20,$94.00
MyStore,3,1,14,1,15,Card,6,-$29.00
MyStore,3,1,14,1,15,Card,4,$27.00
MyStore,3,1,14,1,16,Card,8,$134.00
MyStore,3,2,15,1,8,Card,2,$1.00
MyStore,3,2,15,1,9,Card,14,$131.50
MyStore,3,2,15,1,10,Cash,34,-$11.44
MyStore,3,2,15,1,10,Card,4,$103.50
MyStore,3,2,15,1,11,Cash,25,-$309.30
MyStore,3,2,15,1,11,Card,11,-$60.50
MyStore,3,2,15,1,11,Card,4,$211.00
MyStore,3,2,15,1,12,Cash,3,-$14.00
MyStore,3,2,15,1,12,Card,22,$783.50
MyStore,3,2,15,1,13,Cash,3,-$172.00
MyStore,3,2,15,1,13,Card,13,-$89.40
MyStore,3,2,15,1,13,Card,6,$35.50
MyStore,3,2,15,1,14,Cash,3,-$127.00
MyStore,3,2,15,1,14,Card,14,$157.00
MyStore,3,2,15,1,15,Cash,2,-$25.00
MyStore,3,2,15,1,15,Card,16,-$54.14
MyStore,3,2,15,1,15,Card,45,$356.05
MyStore,3,2,15,1,16,Cash,63,-$44.21
MyStore,3,2,15,1,16,Card,16,$129.75
MyStore,3,2,15,1,17,Card,7,$79.20
MyStore,3,2,15,1,18,Card,1,$0.50
MyStore,3,3,16,1,8,Card,6,$19.50
MyStore,3,3,16,1,9,Cash,18,-$147.21
MyStore,3,3,16,1,9,Card,2,$10.00
MyStore,3,3,16,1,10,Cash,24,-$1.01
MyStore,3,3,16,1,10,Card,5,-$28.80
MyStore,3,3,16,1,10,Card,8,$85.00
MyStore,3,3,16,1,11,Card,15,$128.50
MyStore,3,3,16,1,12,Cash,10,-$319.70
MyStore,3,3,16,1,12,Card,4,-$249.60
MyStore,3,3,16,1,12,Card,17,$451.50
MyStore,3,3,16,1,13,Cash,7,-$910.00
MyStore,3,3,16,1,13,Card,9,-$9.50
MyStore,3,3,16,1,13,Card,17,$60.50
MyStore,3,3,16,1,14,Card,1,$1.50
MyStore,3,3,16,1,15,Cash,9,-$43.81
MyStore,3,3,16,1,15,Card,5,-$58.00
MyStore,3,3,16,1,15,Card,18,$35.50
MyStore,3,3,16,1,16,Cash,4,-$113.00
MyStore,3,3,16,1,16,Card,18,$72.00
MyStore,3,3,16,1,17,Cash,17,-$125.20
MyStore,3,3,16,1,17,Card,4,$56.00
MyStore,3,4,17,1,9,Cash,8,-$7.90
MyStore,3,4,17,1,9,Card,13,$223.49
MyStore,3,4,17,1,10,Cash,5,-$104.71
MyStore,3,4,17,1,10,Card,11,$88.50
MyStore,3,4,17,1,11,Card,9,$64.00
MyStore,3,4,17,1,12,Cash,2,-$118.00
MyStore,3,4,17,1,12,Card,25,$313.00
MyStore,3,4,17,1,13,Card,5,$29.50
MyStore,3,4,17,1,14,Cash,3,-$20.00
MyStore,3,4,17,1,14,Card,16,$79.99
MyStore,3,4,17,1,15,Cash,55,-$69.40
MyStore,3,4,17,1,15,Card,50,-$68.10
MyStore,3,4,17,1,15,Card,16,$186.00
MyStore,3,4,17,1,16,Cash,2,-$7.00
MyStore,3,4,17,1,16,Card,9,$198.00
MyStore,3,4,17,1,17,Cash,3,-$5.80
MyStore,3,4,17,1,17,Card,6,$50.50
MyStore,3,4,17,1,18,Card,1,$5.00
MyStore,3,5,18,1,9,Cash,5,-$113.00
MyStore,3,5,18,1,9,Card,10,$20.00
MyStore,3,5,18,1,10,Cash,4,-$17.01
MyStore,3,5,18,1,10,Card,14,$31.00
MyStore,3,5,18,1,11,Cash,14,-$126.00
MyStore,3,5,18,1,11,Card,2,-$398.00
MyStore,3,5,18,1,11,Card,19,$496.50
MyStore,3,5,18,1,12,Cash,7,-$64.10
MyStore,3,5,18,1,12,Card,10,-$44.93
MyStore,3,5,18,1,12,Card,22,$102.50
MyStore,3,5,18,1,13,Cash,4,-$560.00
MyStore,3,5,18,1,13,Card,8,-$76.00
MyStore,3,5,18,1,13,Card,3,$339.50
MyStore,3,5,18,1,14,Cash,50,-$474.96
MyStore,3,5,18,1,14,Card,1,-$13.00
MyStore,3,5,18,1,14,Card,40,$354.50
MyStore,3,5,18,1,15,Card,17,-$69.10
MyStore,3,5,18,1,15,Card,16,$169.00
MyStore,3,5,18,1,16,Cash,25,-$50.60
MyStore,3,5,18,1,16,Card,1,-$60.00
MyStore,3,5,18,1,16,Card,8,$191.00
MyStore,3,5,18,1,17,Card,1,$205.00
MyStore,3,6,19,1,8,Card,2,$162.50
MyStore,3,6,19,1,9,Cash,2,-$11.00
MyStore,3,6,19,1,9,Card,1,$8.00
MyStore,3,6,19,1,10,Cash,3,-$57.30
MyStore,3,6,19,1,10,Card,23,$39.09
MyStore,3,6,19,1,11,Cash,4,-$44.00
MyStore,3,6,19,1,11,Card,8,-$60.00
MyStore,3,6,19,1,11,Card,8,$122.50
MyStore,3,6,19,1,12,Cash,2,-$209.00
MyStore,3,6,19,1,12,Card,5,$15.50
MyStore,3,6,19,1,13,Cash,2,-$46.00
MyStore,3,6,19,1,13,Card,36,$206.10
MyStore,3,6,19,1,14,Cash,59,-$338.95
MyStore,3,6,19,1,14,Card,18,$263.00
MyStore,3,6,19,1,15,Cash,17,-$24.33
MyStore,3,6,19,1,15,Card,11,$123.00
MyStore,3,6,19,1,16,Cash,17,-$247.90
MyStore,3,6,19,1,16,Card,15,$104.50
MyStore,3,6,19,1,17,Card,9,$36.50
MyStore,3,6,19,1,18,Card,1,$0.50
MyStore,3,7,20,1,9,Cash,1,-$8.00
MyStore,3,7,20,1,9,Card,5,$509.50
MyStore,3,7,20,1,10,Cash,48,-$41.48
MyStore,3,7,20,1,10,Card,8,$47.49
MyStore,3,7,20,1,11,Cash,33,-$330.86
MyStore,3,7,20,1,11,Card,19,-$8.27
MyStore,3,7,20,1,11,Card,10,$58.49
MyStore,3,7,20,1,12,Cash,2,-$140.00
MyStore,3,7,20,1,12,Card,25,$260.00
MyStore,3,7,20,1,13,Cash,41,-$2.04
MyStore,3,7,20,1,13,Card,13,-$15.40
MyStore,3,7,20,1,13,Card,8,$106.00
MyStore,3,7,20,1,14,Cash,6,-$176.50
MyStore,3,7,20,1,14,Card,274,-$107.90
MyStore,3,7,20,1,14,Card,21,$208.60
MyStore,3,7,20,1,15,Cash,9,-$174.50
MyStore,3,7,20,1,15,Card,31,$192.65
MyStore,3,7,20,1,16,Cash,33,-$203.53
MyStore,3,7,20,1,16,Card,2,-$20.90
MyStore,3,7,20,1,16,Card,8,$234.50
MyStore,3,7,20,1,17,Card,9,$173.00
MyStore,3,7,20,1,18,Card,1,$2.00
MyStore,30,1,23,7,9,Cash,1,-$70.00
MyStore,30,1,23,7,10,Cash,19,-$56.82
MyStore,30,1,23,7,10,Card,93,-$184.91
MyStore,30,1,23,7,10,Card,13,$78.25
MyStore,30,1,23,7,11,Card,4,-$109.00
MyStore,30,1,23,7,11,Card,8,$963.00
MyStore,30,1,23,7,12,Cash,20,-$241.63
MyStore,30,1,23,7,12,Card,7,$129.00
MyStore,30,1,23,7,13,Cash,2,-$7.00
MyStore,30,1,23,7,13,Card,14,$201.00
MyStore,30,1,23,7,14,Cash,3,-$131.00
MyStore,30,1,23,7,14,Card,5,-$8.00
MyStore,30,1,23,7,14,Card,11,$83.50
MyStore,30,1,23,7,15,Cash,81,-$86.43
MyStore,30,1,23,7,15,Card,6,$43.99
MyStore,30,1,23,7,16,Card,7,$70.50
MyStore,30,2,24,7,8,Card,1,$0.00
MyStore,30,2,24,7,9,Cash,3,-$18.00
MyStore,30,2,24,7,9,Card,5,$45.25
MyStore,30,2,24,7,10,Cash,1,-$21.00
MyStore,30,2,24,7,10,Card,37,-$6.34
MyStore,30,2,24,7,10,Card,25,$336.25
MyStore,30,2,24,7,11,Card,13,$79.75
MyStore,30,2,24,7,12,Cash,40,-$30.53
MyStore,30,2,24,7,12,Card,42,$140.92
MyStore,30,2,24,7,13,Cash,2,-$53.00
MyStore,30,2,24,7,13,Card,2,-$223.00
MyStore,30,2,24,7,13,Card,10,$63.74
MyStore,30,2,24,7,14,Cash,3,-$43.00
MyStore,30,2,24,7,14,Card,4,-$51.10
MyStore,30,2,24,7,14,Card,29,$381.00
MyStore,30,2,24,7,15,Cash,4,-$261.00
MyStore,30,2,24,7,15,Card,1,-$133.00
MyStore,30,2,24,7,15,Card,9,$237.49
MyStore,30,2,24,7,16,Card,34,$149.19
MyStore,30,2,24,7,17,Cash,3,-$216.30
MyStore,30,2,24,7,17,Card,10,$54.50
MyStore,30,3,25,7,8,Card,3,-$18.00
MyStore,30,3,25,7,8,Card,1,$1.00
MyStore,30,3,25,7,9,Card,3,$35.00
MyStore,30,3,25,7,10,Card,3,-$23.00
MyStore,30,3,25,7,10,Card,13,$161.50
MyStore,30,3,25,7,11,Card,25,$471.73
MyStore,30,3,25,7,12,Card,19,$193.50
MyStore,30,3,25,7,13,Cash,1,-$5.00
MyStore,30,3,25,7,13,Card,10,-$6.60
MyStore,30,3,25,7,13,Card,30,$114.50
MyStore,30,3,25,7,14,Card,10,-$7.70
MyStore,30,3,25,7,14,Card,24,$170.50
MyStore,30,3,25,7,15,Card,34,$197.75
MyStore,30,3,25,7,16,Card,11,$251.50
MyStore,30,3,25,7,17,Cash,3,-$443.00
MyStore,30,3,25,7,17,Card,10,$57.50
MyStore,30,3,25,7,18,Card,1,$3.50
MyStore,30,4,26,7,9,Card,1,$18.00
MyStore,30,4,26,7,10,Card,9,$29.90
MyStore,30,4,26,7,11,Cash,2,-$3.00
MyStore,30,4,26,7,11,Card,2,-$39.00
MyStore,30,4,26,7,11,Card,6,$74.75
MyStore,30,4,26,7,12,Cash,5,-$97.00
MyStore,30,4,26,7,12,Card,10,-$223.00
MyStore,30,4,26,7,12,Card,14,$343.75
MyStore,30,4,26,7,13,Cash,8,-$33.10
MyStore,30,4,26,7,13,Card,27,$168.00
MyStore,30,4,26,7,14,Cash,1,-$23.00
MyStore,30,4,26,7,14,Card,6,$47.50
MyStore,30,4,26,7,15,Card,21,$240.00
MyStore,30,4,26,7,16,Cash,2,-$60.00
MyStore,30,4,26,7,16,Card,13,$91.00
MyStore,30,4,26,7,17,Cash,3,-$114.00
MyStore,30,4,26,7,17,Card,2,-$4.00
MyStore,30,4,26,7,17,Card,10,$43.50
MyStore,30,5,27,7,9,Card,6,$83.99
MyStore,30,5,27,7,10,Card,21,-$11.81
MyStore,30,5,27,7,10,Card,18,$47.25
MyStore,30,5,27,7,11,Card,14,$172.00
MyStore,30,5,27,7,12,Cash,1,-$16.00
MyStore,30,5,27,7,12,Card,5,-$4.90
MyStore,30,5,27,7,12,Card,24,$57.50
MyStore,30,5,27,7,13,Cash,8,-$209.00
MyStore,30,5,27,7,13,Card,19,$266.50
MyStore,30,5,27,7,14,Cash,1,-$7.00
MyStore,30,5,27,7,14,Card,11,$83.00
MyStore,30,5,27,7,15,Cash,13,-$52.20
MyStore,30,5,27,7,15,Card,10,$56.00
MyStore,30,5,27,7,16,Card,8,-$43.50
MyStore,30,5,27,7,16,Card,25,$170.25
MyStore,30,5,27,7,17,Card,7,$90.00
MyStore,30,6,28,7,9,Cash,1,-$48.00
MyStore,30,6,28,7,9,Card,17,$76.00
MyStore,30,6,28,7,10,Card,9,$185.80
MyStore,30,6,28,7,11,Cash,4,-$2.31
MyStore,30,6,28,7,11,Card,19,-$17.30
MyStore,30,6,28,7,11,Card,16,$202.75
MyStore,30,6,28,7,12,Cash,12,-$59.31
MyStore,30,6,28,7,12,Card,12,$29.70
MyStore,30,6,28,7,13,Card,3,-$14.30
MyStore,30,6,28,7,13,Card,30,$222.49
MyStore,30,6,28,7,14,Card,1,-$4.00
MyStore,30,6,28,7,14,Card,22,$358.75
MyStore,30,6,28,7,15,Cash,1,-$23.00
MyStore,30,6,28,7,15,Card,2,-$7.00
MyStore,30,6,28,7,15,Card,16,$256.50
MyStore,30,6,28,7,16,Cash,1,-$89.00
MyStore,30,6,28,7,16,Card,21,-$52.63
MyStore,30,6,28,7,16,Card,20,$235.50
MyStore,30,6,28,7,17,Card,9,$411.00
MyStore,30,6,28,7,18,Card,1,$2.50
MyStore,30,7,29,7,8,Card,2,$18.00
MyStore,30,7,29,7,9,Card,1,$65.00
MyStore,30,7,29,7,10,Card,4,-$51.20
MyStore,30,7,29,7,10,Card,5,$21.10
MyStore,30,7,29,7,11,Cash,10,-$40.10
MyStore,30,7,29,7,11,Card,10,$55.50
MyStore,30,7,29,7,12,Cash,3,-$22.00
MyStore,30,7,29,7,12,Card,2,-$25.00
MyStore,30,7,29,7,12,Card,14,$271.00
MyStore,30,7,29,7,13,Cash,4,-$171.00
MyStore,30,7,29,7,13,Card,4,-$56.00
MyStore,30,7,29,7,13,Card,40,$249.25
MyStore,30,7,29,7,14,Cash,1,-$49.00
MyStore,30,7,29,7,14,Card,1,-$53.00
MyStore,30,7,29,7,14,Card,25,$232.75
MyStore,30,7,29,7,15,Card,10,-$6.80
MyStore,30,7,29,7,15,Card,19,$54.24
MyStore,30,7,29,7,16,Card,9,$33.24
MyStore,30,7,29,7,17,Card,1,-$20.00
MyStore,30,7,29,7,17,Card,14,$55.30
MyStore,31,1,30,7,9,Cash,3,-$15.20
MyStore,31,1,30,7,10,Card,130,-$204.40
MyStore,31,1,30,7,10,Card,8,$49.00
MyStore,31,1,30,7,11,Card,6,$30.00
MyStore,31,1,30,7,12,Cash,4,"-$1,041.80"
MyStore,31,1,30,7,12,Card,3,-$2.30
MyStore,31,1,30,7,12,Card,10,$85.50
MyStore,31,1,30,7,13,Cash,5,-$83.00
MyStore,31,1,30,7,13,Card,3,$1.75
MyStore,31,1,30,7,14,Card,6,-$55.60
MyStore,31,1,30,7,14,Card,7,$36.99
MyStore,31,1,30,7,15,Card,1,$160.00
MyStore,31,1,30,7,16,Card,1,$5.00
MyStore,31,2,31,7,9,Cash,8,-$76.50
MyStore,31,2,31,7,9,Card,27,-$10.87
MyStore,31,2,31,7,9,Card,25,$237.00
MyStore,31,2,31,7,10,Cash,21,-$38.62
MyStore,31,2,31,7,10,Card,10,-$61.60
MyStore,31,2,31,7,10,Card,13,$95.50
MyStore,31,2,31,7,11,Card,5,-$11.02
MyStore,31,2,31,7,11,Card,24,$71.25
MyStore,31,2,31,7,12,Cash,105,-$98.25
MyStore,31,2,31,7,12,Card,23,-$9.15
MyStore,31,2,31,7,12,Card,25,$135.75
MyStore,31,2,31,7,13,Cash,12,-$74.00
MyStore,31,2,31,7,13,Card,2,-$0.60
MyStore,31,2,31,7,13,Card,14,$102.00
MyStore,31,2,31,7,14,Card,22,$134.45
MyStore,31,2,31,7,15,Cash,3,-$23.00
MyStore,31,2,31,7,15,Card,3,-$24.00
MyStore,31,2,31,7,15,Card,28,$86.15
MyStore,31,2,31,7,16,Card,16,$67.25
MyStore,31,2,31,7,17,Card,2,-$8.00
MyStore,31,2,31,7,17,Card,10,$233.75
MyStore,31,2,31,7,18,Card,2,$1.00
MyStore,31,3,1,8,9,Cash,1,-$42.00
MyStore,31,3,1,8,9,Card,7,-$149.00
MyStore,31,3,1,8,9,Card,3,$238.50
MyStore,31,3,1,8,10,Card,10,$275.75
MyStore,31,3,1,8,11,Cash,49,-$8.61
MyStore,31,3,1,8,11,Card,11,$50.25
MyStore,31,3,1,8,12,Card,2,-$36.00
MyStore,31,3,1,8,12,Card,12,$150.50
MyStore,31,3,1,8,13,Cash,3,-$21.00
MyStore,31,3,1,8,13,Card,16,$160.00
MyStore,31,3,1,8,14,Cash,1,-$15.00
MyStore,31,3,1,8,14,Card,1,-$20.00
MyStore,31,3,1,8,14,Card,20,$217.50
MyStore,31,3,1,8,15,Cash,17,-$55.05
MyStore,31,3,1,8,15,Card,12,$238.50
MyStore,31,3,1,8,16,Cash,138,-$106.44
MyStore,31,3,1,8,16,Card,8,$32.50
MyStore,31,3,1,8,17,Cash,2,-$20.00
MyStore,31,3,1,8,17,Card,19,-$12.70
MyStore,31,3,1,8,17,Card,2,$13.49
MyStore,31,4,2,8,8,Card,3,$90.00
MyStore,31,4,2,8,9,Cash,4,-$5.90
MyStore,31,4,2,8,9,Card,2,$10.50
MyStore,31,4,2,8,10,Cash,1,-$42.00
MyStore,31,4,2,8,10,Card,11,$72.00
MyStore,31,4,2,8,11,Cash,12,-$109.00
MyStore,31,4,2,8,11,Card,7,-$17.60
MyStore,31,4,2,8,11,Card,14,$514.00
MyStore,31,4,2,8,12,Card,88,-$18.70
MyStore,31,4,2,8,12,Card,17,$345.00
MyStore,31,4,2,8,13,Cash,21,-$30.23
MyStore,31,4,2,8,13,Card,1,-$16.00
MyStore,31,4,2,8,13,Card,25,$180.48
MyStore,31,4,2,8,14,Cash,9,-$71.80
MyStore,31,4,2,8,14,Card,1,-$12.00
MyStore,31,4,2,8,14,Card,23,$99.75
MyStore,31,4,2,8,15,Cash,11,-$89.50
MyStore,31,4,2,8,15,Card,20,-$222.11
MyStore,31,4,2,8,15,Card,27,$389.50
MyStore,31,4,2,8,16,Cash,28,-$58.02
MyStore,31,4,2,8,16,Card,5,-$50.00
MyStore,31,4,2,8,16,Card,13,$121.49
MyStore,31,4,2,8,17,Cash,7,-$54.00
MyStore,31,4,2,8,17,Card,15,$75.50
MyStore,31,5,3,8,9,Cash,24,-$42.60
MyStore,31,5,3,8,9,Card,4,$83.25
MyStore,31,5,3,8,10,Card,10,-$43.40
MyStore,31,5,3,8,10,Card,37,$417.74
MyStore,31,5,3,8,11,Cash,4,-$51.00
MyStore,31,5,3,8,11,Card,1,-$83.00
MyStore,31,5,3,8,11,Card,20,$125.45
MyStore,31,5,3,8,12,Cash,8,-$41.00
MyStore,31,5,3,8,12,Card,16,-$123.40
MyStore,31,5,3,8,12,Card,17,$180.25
MyStore,31,5,3,8,13,Cash,41,-$139.24
MyStore,31,5,3,8,13,Card,16,$199.25
MyStore,31,5,3,8,14,Cash,2,-$232.00
MyStore,31,5,3,8,14,Card,7,-$25.20
MyStore,31,5,3,8,14,Card,11,$69.50
MyStore,31,5,3,8,15,Cash,7,-$5.24
MyStore,31,5,3,8,15,Card,12,-$200.00
MyStore,31,5,3,8,15,Card,22,$391.50
MyStore,31,5,3,8,16,Cash,1,-$46.00
MyStore,31,5,3,8,16,Card,19,$214.30
MyStore,31,5,3,8,17,Cash,21,-$287.04
MyStore,31,5,3,8,17,Card,2,-$8.00
MyStore,31,5,3,8,17,Card,17,$145.99
MyStore,31,6,4,8,9,Card,18,$362.50
MyStore,31,6,4,8,10,Card,4,$169.00
MyStore,31,6,4,8,11,Cash,1,-$145.00
MyStore,31,6,4,8,11,Card,15,$154.49
MyStore,31,6,4,8,12,Cash,1,-$13.00
MyStore,31,6,4,8,12,Card,20,$134.00
MyStore,31,6,4,8,13,Card,11,-$137.90
MyStore,31,6,4,8,13,Card,15,$177.50
MyStore,31,6,4,8,14,Cash,67,-$166.78
MyStore,31,6,4,8,14,Card,31,$855.00
MyStore,31,6,4,8,15,Card,10,-$20.50
MyStore,31,6,4,8,15,Card,18,$78.99
MyStore,31,6,4,8,16,Cash,13,-$45.80
MyStore,31,6,4,8,16,Card,2,-$152.00
MyStore,31,6,4,8,16,Card,18,$364.49
MyStore,31,6,4,8,17,Card,1,-$3.00
